"doi","publisher","container_1","publicationYear","language","ris","bibtex","citeproc","schemaOrg","resourceType","resourceTypeGeneral","version","url","contentUrl","metadataVersion","schemaVersion","source","isActive","state","reason","viewCount","downloadCount","referenceCount","citationCount","partCount","partOfCount","versionCount","versionOfCount","created","registered","published","updated","data_id","data_type","container_type","container_title","container_volume","container_firstPage","container_identifier","container_identifierType","container_lastPage","container_issue"
"10.21233/n3fd53","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/204",NA,0,"http://datacite.org/schema/kernel-3",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-15T21:38:21.000Z","2017-04-15T21:38:22.000Z","2017","2020-09-18T19:49:12.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n39q4k","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/205",NA,0,NA,NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-15T21:38:33.000Z","2017-04-15T21:38:34.000Z","2017","2020-09-18T19:49:12.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n3g68g","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/231",NA,0,NA,NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-15T21:43:54.000Z","2017-04-15T21:43:55.000Z","2017","2020-09-18T19:49:15.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n3bh7z","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/232",NA,0,NA,NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-15T21:44:06.000Z","2017-04-15T21:44:07.000Z","2017","2020-09-18T19:49:17.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n3f986","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/240",NA,0,NA,NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-15T21:45:54.000Z","2017-04-15T21:45:55.000Z","2017","2020-09-18T19:49:18.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n35t2m","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/242",NA,0,"http://datacite.org/schema/kernel-3",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-15T21:46:27.000Z","2017-04-15T21:46:28.000Z","2017","2020-09-18T19:49:18.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n32100","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/243",NA,0,"http://datacite.org/schema/kernel-3",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-15T21:46:44.000Z","2017-04-15T21:46:45.000Z","2017","2020-09-18T19:49:16.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n3sd7z","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/280",NA,0,"http://datacite.org/schema/kernel-3",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-15T21:55:56.000Z","2017-04-15T21:55:57.000Z","2017","2020-09-18T19:49:20.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n3hx34","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/282",NA,0,"http://datacite.org/schema/kernel-3",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-15T21:56:29.000Z","2017-04-15T21:56:30.000Z","2017","2020-09-18T19:49:22.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n3s69n","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/313",NA,0,"http://datacite.org/schema/kernel-3",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-15T22:05:11.000Z","2017-04-15T22:05:12.000Z","2017","2020-09-18T19:49:26.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n3nh6c","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/314",NA,0,NA,NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-15T22:05:33.000Z","2017-04-15T22:05:34.000Z","2017","2020-09-18T19:49:26.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n3hq32","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/315",NA,0,"http://datacite.org/schema/kernel-3",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-15T22:05:50.000Z","2017-04-15T22:05:51.000Z","2017","2020-09-18T19:49:24.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n3w11t","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/321",NA,0,"http://datacite.org/schema/kernel-3",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-15T22:07:20.000Z","2017-04-15T22:07:21.000Z","2017","2020-09-18T19:49:24.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n3gt3s","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/325",NA,0,NA,NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-15T22:08:15.000Z","2017-04-15T22:08:16.000Z","2017","2020-09-18T19:49:26.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n3q98p","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/331",NA,0,"http://datacite.org/schema/kernel-3",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-15T22:10:02.000Z","2017-04-15T22:10:03.000Z","2017","2020-09-18T19:49:27.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n3ft4v","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/333",NA,0,"http://datacite.org/schema/kernel-3",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-15T22:10:41.000Z","2017-04-15T22:10:42.000Z","2017","2020-09-18T19:49:29.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n31m6t","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/344",NA,0,"http://datacite.org/schema/kernel-3",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-15T22:14:10.000Z","2017-04-15T22:14:11.000Z","2017","2020-09-18T19:49:28.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n3wt3h","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/345",NA,0,"http://datacite.org/schema/kernel-3",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-15T22:14:21.000Z","2017-04-15T22:14:22.000Z","2017","2020-09-18T19:49:29.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n3498d","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/352",NA,0,NA,NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-15T22:16:18.000Z","2017-04-15T22:16:19.000Z","2017","2020-09-18T19:49:29.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n3c416","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/512",NA,0,"http://datacite.org/schema/kernel-3",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-15T23:13:52.000Z","2017-04-15T23:13:53.000Z","2017","2020-09-18T19:49:48.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n3798b","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/513",NA,0,"http://datacite.org/schema/kernel-3",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-15T23:14:18.000Z","2017-04-15T23:14:20.000Z","2017","2020-09-18T19:49:48.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n3wx25","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/533",NA,0,"http://datacite.org/schema/kernel-3",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-15T23:22:24.000Z","2017-04-15T23:22:25.000Z","2017","2020-09-18T19:49:50.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n36m6c","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/671",NA,0,"http://datacite.org/schema/kernel-3",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-16T00:29:53.000Z","2017-04-16T00:29:54.000Z","2017","2020-09-18T19:48:40.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n3x415","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/681",NA,0,"http://datacite.org/schema/kernel-3",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-16T00:35:14.000Z","2017-04-16T00:35:16.000Z","2017","2020-09-18T19:48:49.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n3x13w","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/717",NA,0,NA,NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-16T00:52:57.000Z","2017-04-16T00:52:58.000Z","2017","2020-09-18T19:48:48.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n3sx3m","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/774",NA,0,"http://datacite.org/schema/kernel-3",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-16T01:26:34.000Z","2017-04-16T01:26:36.000Z","2017","2020-09-18T19:48:54.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n3m693","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/793",NA,0,NA,NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-16T01:36:35.000Z","2017-04-16T01:36:36.000Z","2017","2020-09-18T19:49:01.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n3gh76","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/794",NA,0,"http://datacite.org/schema/kernel-3",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-16T01:37:10.000Z","2017-04-16T01:37:11.000Z","2017","2020-09-18T19:48:56.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n3dh66","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/812",NA,0,NA,NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-16T01:46:40.000Z","2017-04-16T01:46:41.000Z","2017","2020-09-18T19:49:00.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n38t5p","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/813",NA,0,"http://datacite.org/schema/kernel-3",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-16T01:47:16.000Z","2017-04-16T01:47:17.000Z","2017","2020-09-18T19:49:00.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n3142g","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/850",NA,0,"http://datacite.org/schema/kernel-3",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-16T02:07:24.000Z","2017-04-16T02:07:25.000Z","2017","2020-09-18T19:49:07.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n3h703","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/854",NA,0,"http://datacite.org/schema/kernel-3",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-16T02:10:25.000Z","2017-04-16T02:10:26.000Z","2017","2020-09-18T19:49:07.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n3cd90","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/855",NA,0,"http://datacite.org/schema/kernel-3",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-16T02:11:01.000Z","2017-04-16T02:11:02.000Z","2017","2020-09-18T19:49:08.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n3nq6f","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/877",NA,0,"http://datacite.org/schema/kernel-3",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-16T02:24:15.000Z","2017-04-16T02:24:16.000Z","2017","2020-09-18T19:49:13.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n3914p","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/965",NA,0,"http://datacite.org/schema/kernel-3",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-16T03:22:52.000Z","2017-04-16T03:22:53.000Z","2017","2020-09-18T19:49:29.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n3ct60","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/972",NA,0,"http://datacite.org/schema/kernel-3",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-16T03:28:01.000Z","2017-04-16T03:28:02.000Z","2017","2020-09-18T19:49:29.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n3tt5n","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/987",NA,0,"http://datacite.org/schema/kernel-3",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-16T03:36:27.000Z","2017-04-16T03:36:28.000Z","2017","2020-09-18T19:49:35.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n3v72z","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/1110",NA,0,"http://datacite.org/schema/kernel-3",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-16T05:05:37.000Z","2017-04-16T05:05:38.000Z","2017","2020-09-18T19:49:52.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n3c149","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/1138",NA,0,"http://datacite.org/schema/kernel-3",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-16T05:27:01.000Z","2017-04-16T05:27:02.000Z","2017","2020-09-18T19:50:01.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n3p99r","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/1153",NA,0,NA,NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-16T05:38:02.000Z","2017-04-16T05:38:03.000Z","2017","2020-09-18T19:49:57.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n39b21","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/1520",NA,0,"http://datacite.org/schema/kernel-3",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-16T11:15:14.000Z","2017-04-16T11:15:15.000Z","2017","2020-09-18T19:49:13.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n3sb2c","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/1524",NA,0,"http://datacite.org/schema/kernel-3",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-16T11:19:23.000Z","2017-04-16T11:19:24.000Z","2017","2020-09-18T19:49:14.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n3xt8q","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/1548",NA,0,"http://datacite.org/schema/kernel-3",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-16T11:42:11.000Z","2017-04-16T11:42:12.000Z","2017","2020-09-18T19:49:18.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n3q74g","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/1573",NA,0,"http://datacite.org/schema/kernel-3",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-16T12:08:38.000Z","2017-04-16T12:08:39.000Z","2017","2020-09-18T19:49:24.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n3kf15","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/1574",NA,0,"http://datacite.org/schema/kernel-3",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-16T12:09:38.000Z","2017-04-16T12:09:39.000Z","2017","2020-09-18T19:49:23.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n3wq70","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/1588",NA,0,"http://datacite.org/schema/kernel-3",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-16T12:23:32.000Z","2017-04-16T12:23:33.000Z","2017","2020-09-18T19:49:25.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n39t7r","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/1609",NA,0,NA,NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-16T12:45:13.000Z","2017-04-16T12:45:15.000Z","2017","2020-09-18T19:49:31.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n3xj0x","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/1613",NA,0,"http://datacite.org/schema/kernel-3",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-16T12:48:41.000Z","2017-04-16T12:48:42.000Z","2017","2020-09-18T19:49:33.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n3st73","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/1614",NA,0,NA,NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-16T12:49:46.000Z","2017-04-16T12:49:47.000Z","2017","2020-09-18T19:49:33.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n3qt7g","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/1631",NA,0,"http://datacite.org/schema/kernel-3",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-16T13:07:11.000Z","2017-04-16T13:07:13.000Z","2017","2020-09-18T19:49:33.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n3245x","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/1645",NA,0,NA,NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-16T13:21:26.000Z","2017-04-16T13:21:27.000Z","2017","2020-09-18T19:49:37.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n3xf18","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/1646",NA,0,"http://datacite.org/schema/kernel-3",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-16T13:22:32.000Z","2017-04-16T13:22:33.000Z","2017","2020-09-18T19:49:37.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n3df07","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/1650",NA,0,"http://datacite.org/schema/kernel-3",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-16T13:26:56.000Z","2017-04-16T13:26:57.000Z","2017","2020-09-18T19:49:38.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n3cf2p","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/1658",NA,0,"http://datacite.org/schema/kernel-3",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-16T13:35:42.000Z","2017-04-16T13:35:43.000Z","2017","2020-09-18T19:49:41.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n33x89","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/1660",NA,0,"http://datacite.org/schema/kernel-3",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-16T13:37:59.000Z","2017-04-16T13:38:00.000Z","2017","2020-09-18T19:49:38.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n36q9j","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/1667",NA,0,NA,NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-16T13:45:43.000Z","2017-04-16T13:45:44.000Z","2017","2020-09-18T19:49:40.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n3k15j","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/1672",NA,0,"http://datacite.org/schema/kernel-3",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-16T13:51:12.000Z","2017-04-16T13:51:13.000Z","2017","2020-09-18T19:49:40.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
"10.21233/n3f73m","Neotoma Paleoecological Database",NA,2017,"en","DATA","misc","dataset","Dataset","Dataset/Paleoecological Sample Data","Dataset",NA,"http://data.neotomadb.org/datasets/1673",NA,0,"http://datacite.org/schema/kernel-3",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2017-04-16T13:52:23.000Z","2017-04-16T13:52:24.000Z","2017","2020-09-18T19:49:45.000Z","wisc.neotoma","clients",NA,NA,NA,NA,NA,NA,NA,NA
