"institution","id","doi","publisher","publicationYear","resourceType","resourceTypeGeneral","url","metadataVersion","citationCount","versionCount","registered","subjects","dates","relatedIdentifiers","sizes","rightsList","descriptions","geoLocations","fundingReferences","formats","titles","creators","language","container.title","publisher_plus","group"
"Minnesota","10.13020/n0mj-qv76","10.13020/n0mj-qv76","Data Repository for the University of Minnesota (DRUM)","2020","Genomics Data","Dataset","https://conservancy.umn.edu/handle/11299/211413",3,1,0,"2020-04-23T18:16:47Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/hhzs-3z47","10.13020/hhzs-3z47","Data Repository for the University of Minnesota (DRUM)","2020","Programming Software Code","Dataset","http://hdl.handle.net/11299/212115",1,0,0,"2020-04-23T19:50:59Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d1g7-c676","10.13020/d1g7-c676","Data Repository for the University of Minnesota (DRUM)","2020","Programming Software Code","Dataset","http://hdl.handle.net/11299/212340",1,1,0,"2020-04-28T15:52:41Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/zw6r-am46","10.13020/zw6r-am46","Data Repository for the University of Minnesota (DRUM)","2020","3D Imaging Data||Experimental Data||Spatial Data","Dataset","http://hdl.handle.net/11299/212659",1,0,0,"2020-04-30T14:09:08Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/z341-jg60","10.13020/z341-jg60","Data Repository for the University of Minnesota (DRUM)","2020",NA,"Dataset","http://hdl.handle.net/11299/212341",1,1,0,"2020-04-30T16:11:14Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/776n-tf21","10.13020/776n-tf21","Data Repository for the University of Minnesota (DRUM)","2020",NA,"Dataset","http://hdl.handle.net/11299/212658",1,3,0,"2020-05-04T17:29:22Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/4f95-ex37","10.13020/4f95-ex37","Data Repository for the University of Minnesota (DRUM)","2020",NA,"Dataset","http://hdl.handle.net/11299/213731",2,1,0,"2020-05-18T15:21:09Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/te3n-hj23","10.13020/te3n-hj23","Data Repository for the University of Minnesota (DRUM)","2020","Experimental Data||Observational Data","Dataset","http://hdl.handle.net/11299/212997",1,1,0,"2020-05-18T15:50:26Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/0m0p-tt02","10.13020/0m0p-tt02","Data Repository for the University of Minnesota (DRUM)","2020","Survey Data-Quantitative","Dataset","http://hdl.handle.net/11299/213301",1,1,0,"2020-05-18T21:37:57Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/ch4p-mc89","10.13020/ch4p-mc89","Data Repository for the University of Minnesota (DRUM)","2020","Experimental Data","Dataset","http://hdl.handle.net/11299/213310",1,1,0,"2020-05-19T14:42:24Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/3eks-j059","10.13020/3eks-j059","Data Repository for the University of Minnesota (DRUM)","2020",NA,"Dataset","http://hdl.handle.net/11299/213300",2,4,0,"2020-05-19T17:46:52Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/yngk-mh80","10.13020/yngk-mh80","Data Repository for the University of Minnesota (DRUM)","2020","Spatial Data","Dataset","http://hdl.handle.net/11299/212297",1,0,0,"2020-05-19T19:00:46Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/vqfp-vq57","10.13020/vqfp-vq57","Data Repository for the University of Minnesota (DRUM)","2020","Experimental Data||Programming Software Code","Dataset","http://hdl.handle.net/11299/212709",1,1,0,"2020-05-20T16:31:02Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/jxk9-x251","10.13020/jxk9-x251","Data Repository for the University of Minnesota (DRUM)","2020","Experimental Data||Observational Data","Dataset","https://conservancy.umn.edu/handle/11299/212383",3,1,0,"2020-05-21T19:41:29Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/23ar-k510","10.13020/23ar-k510","Data Repository for the University of Minnesota (DRUM)","2020","Observational Data||Statistical Computing Software Code","Dataset","http://hdl.handle.net/11299/213800",1,1,0,"2020-05-26T21:23:57Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/j01t-wq81","10.13020/j01t-wq81","Data Repository for the University of Minnesota (DRUM)","2020","3D Imaging Data||Experimental Data||Field Study Data||Observational Data||Spatial Data","Dataset","http://hdl.handle.net/11299/213218",1,1,0,"2020-05-27T20:11:58Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/v959-dr15","10.13020/v959-dr15","Data Repository for the University of Minnesota (DRUM)","2020","Observational Data","Dataset","http://hdl.handle.net/11299/213808",1,1,0,"2020-05-28T12:42:32Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/rbvt-5s33","10.13020/rbvt-5s33","Data Repository for the University of Minnesota (DRUM)","2020","3D Imaging Data||Experimental Data","Dataset","http://hdl.handle.net/11299/213784",1,1,0,"2020-05-29T13:14:25Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/ak4d-ge34","10.13020/ak4d-ge34","Data Repository for the University of Minnesota (DRUM)","2020","Other Dataset","Dataset","http://hdl.handle.net/11299/213879",1,1,0,"2020-06-04T15:53:44Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/3dh2-xh66","10.13020/3dh2-xh66","Data Repository for the University of Minnesota (DRUM)","2020","Genomics Data","Dataset","http://hdl.handle.net/11299/212649",1,0,0,"2020-06-08T19:22:06Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/xxnh-v194","10.13020/xxnh-v194","Data Repository for the University of Minnesota (DRUM)","2020","Experimental Data||Programming Software Code","Dataset","http://hdl.handle.net/11299/213837",1,1,0,"2020-06-08T19:39:29Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/5dp7-5a20","10.13020/5dp7-5a20","Data Repository for the University of Minnesota (DRUM)","2020","Experimental Data||Field Study Data||Observational Data||Survey Data-Quantitative","Dataset","http://hdl.handle.net/11299/213802",1,1,0,"2020-06-08T19:53:31Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/mwhd-jy06","10.13020/mwhd-jy06","Data Repository for the University of Minnesota (DRUM)","2020","Field Study Data||Observational Data","Dataset","http://hdl.handle.net/11299/213803",1,1,0,"2020-06-08T19:57:40Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/t9bg-vr86","10.13020/t9bg-vr86","Data Repository for the University of Minnesota (DRUM)","2020","Field Study Data||Observational Data||Programming Software Code","Dataset","http://hdl.handle.net/11299/213804",1,1,0,"2020-06-08T20:07:54Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/xfwb-9k72","10.13020/xfwb-9k72","Data Repository for the University of Minnesota (DRUM)","2020",NA,"Dataset","http://hdl.handle.net/11299/214024",2,0,0,"2020-06-23T19:28:52Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/rwp5-6413","10.13020/rwp5-6413","Data Repository for the University of Minnesota (DRUM)","2020","Field Study Data||Statistical Computing Software Code||Survey Data-Quantitative","Dataset","http://hdl.handle.net/11299/212402",1,1,0,"2020-06-09T14:59:50Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/jw1t-8n48","10.13020/jw1t-8n48","Data Repository for the University of Minnesota (DRUM)","2020","Programming Software Code||Other Dataset","Dataset","http://hdl.handle.net/11299/211426",2,1,0,"2020-06-09T16:18:01Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/7fkh-c288","10.13020/7fkh-c288","Data Repository for the University of Minnesota (DRUM)","2020",NA,"Dataset","http://hdl.handle.net/11299/215257",3,1,0,"2020-08-26T19:58:41Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/z6np-q485","10.13020/z6np-q485","Data Repository for the University of Minnesota (DRUM)","2020","Experimental Data||Observational Data","Dataset","http://hdl.handle.net/11299/213838",1,1,0,"2020-06-18T18:44:30Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/fm2e-h013","10.13020/fm2e-h013","Data Repository for the University of Minnesota (DRUM)","2020","Experimental Data||Observational Data||Other Dataset","Dataset","http://hdl.handle.net/11299/213770",1,1,0,"2020-06-18T19:02:41Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/df2m-a470","10.13020/df2m-a470","Data Repository for the University of Minnesota (DRUM)","2020","Observational Data","Dataset","http://hdl.handle.net/11299/213988",1,1,0,"2020-06-18T21:26:15Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/9bem-wj63","10.13020/9bem-wj63","Data Repository for the University of Minnesota (DRUM)","2020","Experimental Data","Dataset","http://hdl.handle.net/11299/213992",1,1,0,"2020-06-22T18:38:25Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/9wb9-kj10","10.13020/9wb9-kj10","Data Repository for the University of Minnesota (DRUM)","2020","Experimental Data||Field Study Data","Dataset","https://conservancy.umn.edu/handle/11299/213769",1,0,0,"2020-06-30T20:22:50Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/vj63-6x81","10.13020/vj63-6x81","Data Repository for the University of Minnesota (DRUM)","2020","Programming Software Code||Simulation Data","Dataset","http://hdl.handle.net/11299/213785",2,1,0,"2020-07-14T03:24:45Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/xjv7-s394","10.13020/xjv7-s394","Data Repository for the University of Minnesota (DRUM)","2020","Experimental Data||Programming Software Code","Dataset","http://hdl.handle.net/11299/213919",1,1,0,"2020-07-15T17:56:05Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/cq0g-r486","10.13020/cq0g-r486","Data Repository for the University of Minnesota (DRUM)","2020","Experimental Data","Dataset","http://hdl.handle.net/11299/214096",1,0,0,"2020-07-16T21:40:16Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/52fm-kj52","10.13020/52fm-kj52","Data Repository for the University of Minnesota (DRUM)","2020",NA,"Dataset","http://hdl.handle.net/11299/213918",0,0,0,"2020-07-19T19:11:27Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/csvf-0w22","10.13020/csvf-0w22","Data Repository for the University of Minnesota (DRUM)","2020","Experimental Data","Dataset","http://hdl.handle.net/11299/214866",1,1,0,"2020-07-23T19:09:48Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/7zcr-w347","10.13020/7zcr-w347","Data Repository for the University of Minnesota (DRUM)","2020",NA,"Dataset","http://hdl.handle.net/11299/214077",1,1,0,"2020-07-24T13:49:10Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/jcgj-5077","10.13020/jcgj-5077","Data Repository for the University of Minnesota (DRUM)","2020","Other Dataset","Dataset","http://hdl.handle.net/11299/214088",1,0,0,"2020-07-29T00:25:49Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/4h9x-xq26","10.13020/4h9x-xq26","Data Repository for the University of Minnesota (DRUM)","2020","Human Subjects Data","Dataset","http://hdl.handle.net/11299/214821",1,0,0,"2020-07-29T21:24:22Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/dqet-h494","10.13020/dqet-h494","Data Repository for the University of Minnesota (DRUM)","2020","Field Study Data||Genomics Data||Spatial Data","Dataset","http://hdl.handle.net/11299/212844",2,0,0,"2020-07-30T23:06:42Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/femp-z102","10.13020/femp-z102","Data Repository for the University of Minnesota (DRUM)","2020","Experimental Data||Programming Software Code||Other Dataset","Dataset","http://hdl.handle.net/11299/213681",1,1,0,"2020-07-31T23:04:06Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/760y-wc14","10.13020/760y-wc14","Data Repository for the University of Minnesota (DRUM)","2020","Experimental Data||Field Study Data||Observational Data","Dataset","http://hdl.handle.net/11299/214867",4,0,0,"2020-08-03T14:07:06Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/n1rk-nm34","10.13020/n1rk-nm34","Data Repository for the University of Minnesota (DRUM)","2020","Experimental Data||Programming Software Code||Simulation Data","Dataset","http://hdl.handle.net/11299/214890",1,0,0,"2020-08-05T18:30:16Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/k4c3-m128","10.13020/k4c3-m128","Data Repository for the University of Minnesota (DRUM)","2020","Experimental Data","Dataset","http://hdl.handle.net/11299/214915",1,1,0,"2020-08-07T15:19:20Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/rjsp-kd12","10.13020/rjsp-kd12","Data Repository for the University of Minnesota (DRUM)","2020",NA,"Dataset","http://hdl.handle.net/11299/214925",1,1,0,"2020-08-07T20:32:29Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/adr6-3542","10.13020/adr6-3542","Data Repository for the University of Minnesota (DRUM)","2020","Observational Data","Dataset","http://hdl.handle.net/11299/214932",1,1,0,"2020-08-11T18:11:06Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/jka2-dt15","10.13020/jka2-dt15","Data Repository for the University of Minnesota (DRUM)","2020","Experimental Data","Dataset","http://hdl.handle.net/11299/214071",1,1,0,"2020-08-11T23:38:13Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/s6s5-2d61","10.13020/s6s5-2d61","Data Repository for the University of Minnesota (DRUM)","2020","Field Study Data||Spatial Data||Survey Data-Quantitative","Dataset","http://hdl.handle.net/11299/214889",1,0,0,"2020-08-13T19:57:45Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/7c7w-9m80","10.13020/7c7w-9m80","Data Repository for the University of Minnesota (DRUM)","2020","Field Study Data","Dataset","https://conservancy.umn.edu/handle/11299/212347",1,1,0,"2020-08-18T17:48:46Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/5nqr-b219","10.13020/5nqr-b219","Data Repository for the University of Minnesota (DRUM)","2020","Experimental Data||Programming Software Code","Dataset","http://hdl.handle.net/11299/214917",1,1,0,"2020-08-21T19:48:14Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/hvr3-bg02","10.13020/hvr3-bg02","Data Repository for the University of Minnesota (DRUM)","2020","Programming Software Code||Simulation Data","Dataset","http://hdl.handle.net/11299/215249",2,1,0,"2020-08-26T16:29:47Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/22bd-zk88","10.13020/22bd-zk88","Data Repository for the University of Minnesota (DRUM)","2020","Field Study Data||Observational Data","Dataset","http://hdl.handle.net/11299/214095",1,1,0,"2020-08-26T16:39:24Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/4gms-4q97","10.13020/4gms-4q97","Data Repository for the University of Minnesota (DRUM)","2020","Experimental Data","Dataset","http://hdl.handle.net/11299/215250",1,1,0,"2020-08-30T22:18:10Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/xpa3-w249","10.13020/xpa3-w249","Data Repository for the University of Minnesota (DRUM)","2020",NA,"Dataset","http://hdl.handle.net/11299/216694",2,1,0,"2020-10-22T20:46:03Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/d74j-wd55","10.13020/d74j-wd55","Data Repository for the University of Minnesota (DRUM)","2020","Field Study Data","Dataset","http://hdl.handle.net/11299/214935",2,3,0,"2020-09-01T15:50:12Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/s7pf-am91","10.13020/s7pf-am91","Data Repository for the University of Minnesota (DRUM)","2020","Field Study Data||Statistical Computing Software Code","Dataset","http://hdl.handle.net/11299/215251",1,1,0,"2020-09-04T17:22:37Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/0476-9m60","10.13020/0476-9m60","Data Repository for the University of Minnesota (DRUM)","2020","Field Study Data","Dataset","http://hdl.handle.net/11299/215291",1,3,0,"2020-09-08T14:42:15Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/j7fw-2g91","10.13020/j7fw-2g91","Data Repository for the University of Minnesota (DRUM)","2020","Field Study Data","Dataset","http://hdl.handle.net/11299/215290",1,3,0,"2020-09-08T14:48:36Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/mqze-pw21","10.13020/mqze-pw21","Data Repository for the University of Minnesota (DRUM)","2020","Experimental Data||Genomics Data","Dataset","https://conservancy.umn.edu/handle/11299/214951",1,1,0,"2020-09-10T19:36:37Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/428b-8h51","10.13020/428b-8h51","Data Repository for the University of Minnesota (DRUM)","2020","Field Study Data","Dataset","http://hdl.handle.net/11299/216183",2,1,0,"2020-09-11T18:52:21Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/5bna-8325","10.13020/5bna-8325","Data Repository for the University of Minnesota (DRUM)","2020","Field Study Data","Dataset","http://hdl.handle.net/11299/216435",1,0,0,"2020-09-25T22:50:26Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/nq7t-z663","10.13020/nq7t-z663","Data Repository for the University of Minnesota (DRUM)","2020","3D Imaging Data||Simulation Data","Dataset","https://conservancy.umn.edu/handle/11299/214916",1,1,0,"2020-09-29T19:44:01Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/hzkr-n196","10.13020/hzkr-n196","Data Repository for the University of Minnesota (DRUM)","2020","Experimental Data||Field Study Data","Dataset","http://hdl.handle.net/11299/214094",1,0,0,"2020-10-02T14:20:15Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/39eg-bg21","10.13020/39eg-bg21","Data Repository for the University of Minnesota (DRUM)","2020","Field Study Data","Dataset","https://conservancy.umn.edu/handle/11299/216252",1,0,0,"2020-10-02T16:29:11Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/rj08-sc66","10.13020/rj08-sc66","Data Repository for the University of Minnesota (DRUM)","2020","Experimental Data","Dataset","http://hdl.handle.net/11299/216054",1,1,0,"2020-10-06T17:20:25Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/bmsy-hb61","10.13020/bmsy-hb61","Data Repository for the University of Minnesota (DRUM)","2020","Statistical Computing Software Code||Survey Data-Quantitative","Dataset","http://hdl.handle.net/11299/216451",1,1,0,"2020-10-07T18:12:50Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/866e-0d92","10.13020/866e-0d92","Data Repository for the University of Minnesota (DRUM)","2020",NA,"Dataset","http://hdl.handle.net/11299/216536",0,0,0,"2020-10-08T21:06:31Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/xcbx-t731","10.13020/xcbx-t731","Data Repository for the University of Minnesota (DRUM)","2020","Field Study Data","Dataset","http://hdl.handle.net/11299/213783",1,0,0,"2020-10-09T17:41:37Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/6jvw-kq77","10.13020/6jvw-kq77","Data Repository for the University of Minnesota (DRUM)","2020","Experimental Data","Dataset","http://hdl.handle.net/11299/213839",2,2,0,"2020-10-09T20:30:18Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/fxwc-np62","10.13020/fxwc-np62","Data Repository for the University of Minnesota (DRUM)","2020",NA,"Dataset","http://hdl.handle.net/11299/216556",1,1,0,"2020-10-19T13:35:38Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/ner9-eb82","10.13020/ner9-eb82","Data Repository for the University of Minnesota (DRUM)","2020","Field Study Data","Dataset","http://hdl.handle.net/11299/216572",1,0,0,"2020-10-19T18:45:20Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/brk2-4t69","10.13020/brk2-4t69","Data Repository for the University of Minnesota (DRUM)","2020","Experimental Data","Dataset","http://hdl.handle.net/11299/215282",1,1,0,"2020-10-20T13:49:30Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/kdqb-3023","10.13020/kdqb-3023","Data Repository for the University of Minnesota (DRUM)","2020","Programming Software Code","Dataset","http://hdl.handle.net/11299/216525",1,1,0,"2020-10-28T22:08:33Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/1xfm-mw95","10.13020/1xfm-mw95","Data Repository for the University of Minnesota (DRUM)","2020","Field Study Data||Observational Data","Dataset","http://hdl.handle.net/11299/216696",1,2,0,"2020-10-30T19:37:52Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
"Minnesota","10.13020/c66z-2z26","10.13020/c66z-2z26","Data Repository for the University of Minnesota (DRUM)","2020",NA,"Dataset","http://hdl.handle.net/11299/216938",1,2,0,"2020-10-30T19:52:19Z",<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,<list>,NA,NA,"Minnesota","IR_publisher"
