"institution","id","type","DOI","identifiers","creators","titles","publisher","container_type","container_title","container_volume","container_firstPage","container_identifier","container_identifierType","container_lastPage","publicationYear","subjects","contributors","dates","language","ris","bibtex","citeproc","schemaOrg","resourceType","resourceTypeGeneral","relatedIdentifiers","sizes","formats","version","rightsList","descriptions","geoLocations","fundingReferences","URL","contentUrl","metadataVersion","schemaVersion","source","isActive","state","reason","viewCount","downloadCount","referenceCount","citationCount","partCount","partOfCount","versionCount","versionOfCount","created","registered","published","updated","data_id","data_type","container_issue","group","member","reference-count","title","created.date-parts2","created.date-parts3","created.date-time","created.timestamp","name","doi","url","container.title","publisher_plus"
"Virginia Tech","10.5281/zenodo.1135175","dois","10.5281/zenodo.1135175",<list>,<list>,<list>,"Zenodo",NA,NA,NA,NA,NA,NA,NA,"2017",<list>,<list>,<list>,"en","RPRT","article","article-journal","ScholarlyArticle","Conference paper","Text",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://zenodo.org/record/1135175",<list>,2,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,0,0,1,"2018-01-04T15:16:25Z","2018-01-04T15:16:26Z",NA,"2020-07-15T16:44:44Z","cern.zenodo","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.5281/zenodo.1135174","dois","10.5281/zenodo.1135174",<list>,<list>,<list>,"Zenodo",NA,NA,NA,NA,NA,NA,NA,"2017",<list>,<list>,<list>,"en","RPRT","article","article-journal","ScholarlyArticle","Conference paper","Text",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://zenodo.org/record/1135174",<list>,2,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,0,1,0,"2018-01-04T15:16:27Z","2018-01-04T15:16:28Z",NA,"2020-07-15T16:44:45Z","cern.zenodo","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.5281/zenodo.1137529","dois","10.5281/zenodo.1137529",<list>,<list>,<list>,"Zenodo",NA,NA,NA,NA,NA,NA,NA,"2016",<list>,<list>,<list>,NA,"RPRT","article","article-journal","ScholarlyArticle","Conference paper","Text",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://zenodo.org/record/1137529",<list>,2,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,0,0,1,"2018-01-08T11:07:59Z","2018-01-08T11:08:00Z",NA,"2020-07-15T16:46:49Z","cern.zenodo","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.5281/zenodo.1137528","dois","10.5281/zenodo.1137528",<list>,<list>,<list>,"Zenodo",NA,NA,NA,NA,NA,NA,NA,"2016",<list>,<list>,<list>,NA,"RPRT","article","article-journal","ScholarlyArticle","Conference paper","Text",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://zenodo.org/record/1137528",<list>,2,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,0,1,0,"2018-01-08T11:08:01Z","2018-01-08T11:08:02Z",NA,"2020-07-15T16:46:49Z","cern.zenodo","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.5281/zenodo.1149648","dois","10.5281/zenodo.1149648",<list>,<list>,<list>,"Zenodo",NA,NA,NA,NA,NA,NA,NA,"2018",<list>,<list>,<list>,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://zenodo.org/record/1149648",<list>,1,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,1,0,0,0,0,1,"2018-01-16T17:28:47Z","2018-01-16T17:28:47Z",NA,"2020-09-19T20:50:55Z","cern.zenodo","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.5061/dryad.435h5","dois","10.5061/dryad.435h5",<list>,<list>,<list>,"Dryad",NA,NA,NA,NA,NA,NA,NA,"2019",<list>,<list>,<list>,"en","DATA","misc","dataset","Dataset","dataset","Dataset",<list>,<list>,<list>,"1",<list>,<list>,<list>,<list>,"http://datadryad.org/stash/dataset/doi:10.5061/dryad.435h5",<list>,20,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,38,5,1,1,1,0,0,0,"2018-01-17T17:38:45Z","2018-01-17T17:38:46Z",NA,"2022-05-31T22:31:53Z","dryad.dryad","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.5061/dryad.fv584","dois","10.5061/dryad.fv584",<list>,<list>,<list>,"Dryad",NA,NA,NA,NA,NA,NA,NA,"2019",<list>,<list>,<list>,"en","DATA","misc","dataset","Dataset","dataset","Dataset",<list>,<list>,<list>,"1",<list>,<list>,<list>,<list>,"http://datadryad.org/stash/dataset/doi:10.5061/dryad.fv584",<list>,12,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,27,3,1,1,8,0,0,0,"2018-01-19T17:57:12Z","2018-01-19T17:57:13Z",NA,"2022-06-01T17:43:06Z","dryad.dryad","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.5281/zenodo.1156167","dois","10.5281/zenodo.1156167",<list>,<list>,<list>,"Zenodo",NA,NA,NA,NA,NA,NA,NA,"2018",<list>,<list>,<list>,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://zenodo.org/record/1156167",<list>,2,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,1,0,0,0,0,1,"2018-01-20T13:03:26Z","2018-01-20T13:03:27Z",NA,"2020-09-19T21:00:07Z","cern.zenodo","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.5281/zenodo.1156166","dois","10.5281/zenodo.1156166",<list>,<list>,<list>,"Zenodo",NA,NA,NA,NA,NA,NA,NA,"2020",<list>,<list>,<list>,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",<list>,<list>,<list>,"v1.3.0",<list>,<list>,<list>,<list>,"https://zenodo.org/record/1156166",<list>,8,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,1,0,0,0,7,0,"2018-01-20T13:03:28Z","2018-01-20T13:03:28Z",NA,"2020-11-30T20:37:02Z","cern.zenodo","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.5281/zenodo.1161169","dois","10.5281/zenodo.1161169",<list>,<list>,<list>,"Zenodo",NA,NA,NA,NA,NA,NA,NA,"2018",<list>,<list>,<list>,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://zenodo.org/record/1161169",<list>,1,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,1,0,0,0,0,1,"2018-01-26T15:43:52Z","2018-01-26T15:43:53Z",NA,"2020-09-19T22:40:33Z","cern.zenodo","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.5061/dryad.4h44313","dois","10.5061/dryad.4h44313",<list>,<list>,<list>,"Dryad",NA,NA,NA,NA,NA,NA,NA,"2019",<list>,<list>,<list>,"en","DATA","misc","dataset","Dataset","dataset","Dataset",<list>,<list>,<list>,"1",<list>,<list>,<list>,<list>,"http://datadryad.org/stash/dataset/doi:10.5061/dryad.4h44313",<list>,15,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,73,10,1,1,2,0,0,0,"2018-02-07T20:28:21Z","2018-02-07T20:28:22Z",NA,"2022-06-01T10:05:23Z","dryad.dryad","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.5061/dryad.j75g369","dois","10.5061/dryad.j75g369",<list>,<list>,<list>,"Dryad",NA,NA,NA,NA,NA,NA,NA,"2019",<list>,<list>,<list>,"en","DATA","misc","dataset","Dataset","dataset","Dataset",<list>,<list>,<list>,"1",<list>,<list>,<list>,<list>,"http://datadryad.org/stash/dataset/doi:10.5061/dryad.j75g369",<list>,30,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,38,9,1,1,1,0,0,0,"2018-02-09T16:48:45Z","2018-02-09T16:48:47Z",NA,"2022-06-01T09:53:45Z","dryad.dryad","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.23692/imex.13","dois","10.23692/imex.13",<list>,<list>,<list>,"iMex.México Interdisciplinario / Interdisciplinary Mexico","Series",NA,NA,NA,"2193-9756","ISSN",NA,"2018",<list>,<list>,<list>,NA,"RPRT","misc","article","PublicationIssue","Journal Issue","Text",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://www.imex-revista.com/ediciones/xiii-genero-y-sexualidad/",<list>,4,NA,NA,TRUE,"findable",NA,0,0,0,0,10,0,0,0,"2018-02-13T13:52:22Z","2018-02-13T13:52:22Z",NA,"2020-09-19T23:27:49Z","subgoe.rub","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.5061/dryad.ms2np57","dois","10.5061/dryad.ms2np57",<list>,<list>,<list>,"Dryad",NA,NA,NA,NA,NA,NA,NA,"2018",<list>,<list>,<list>,"en","DATA","misc","dataset","Dataset","dataset","Dataset",<list>,<list>,<list>,"1",<list>,<list>,<list>,<list>,"http://datadryad.org/stash/dataset/doi:10.5061/dryad.ms2np57",<list>,20,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,129,25,1,1,5,0,0,0,"2018-02-13T17:51:30Z","2018-02-13T17:51:31Z",NA,"2022-06-01T12:30:33Z","dryad.dryad","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.5281/zenodo.1179284","dois","10.5281/zenodo.1179284",<list>,<list>,<list>,"Zenodo",NA,NA,NA,NA,NA,NA,NA,"2017",<list>,<list>,<list>,NA,"JOUR","article","article-journal","ScholarlyArticle","Journal article","Text",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://zenodo.org/record/1179284",<list>,2,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,1,"2018-02-20T00:57:39Z","2018-02-20T00:57:40Z",NA,"2020-09-19T23:34:28Z","cern.zenodo","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.5281/zenodo.1179283","dois","10.5281/zenodo.1179283",<list>,<list>,<list>,"Zenodo",NA,NA,NA,NA,NA,NA,NA,"2017",<list>,<list>,<list>,NA,"JOUR","article","article-journal","ScholarlyArticle","Journal article","Text",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://zenodo.org/record/1179283",<list>,4,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,0,0,0,0,3,0,"2018-02-20T00:57:40Z","2018-02-20T00:57:41Z",NA,"2020-09-19T23:34:28Z","cern.zenodo","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.6084/m9.figshare.5907829","dois","10.6084/m9.figshare.5907829",<list>,<list>,<list>,"SciELO journals",NA,NA,NA,NA,NA,NA,NA,"2018",<list>,<list>,<list>,NA,"DATA","misc","dataset","Dataset","Dataset","Dataset",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://scielo.figshare.com/articles/dataset/CALCULATION_OF_CATALYTIC_REACTIVITY_FOR_PREPARING_DICHLORODIMETHYLSILANE_UTILIZING_PRE-_AND_POST-MODIFIED_24T_AlCl3_ZSM-5/5907829",<list>,3,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2018-02-21T02:43:48Z","2018-02-21T02:43:49Z",NA,"2022-05-31T20:25:20Z","figshare.ars","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.6084/m9.figshare.5907829.v1","dois","10.6084/m9.figshare.5907829.v1",<list>,<list>,<list>,"SciELO journals",NA,NA,NA,NA,NA,NA,NA,"2018",<list>,<list>,<list>,NA,"DATA","misc","dataset","Dataset","Dataset","Dataset",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://scielo.figshare.com/articles/dataset/CALCULATION_OF_CATALYTIC_REACTIVITY_FOR_PREPARING_DICHLORODIMETHYLSILANE_UTILIZING_PRE-_AND_POST-MODIFIED_24T_AlCl3_ZSM-5/5907829/1",<list>,3,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,1,0,0,0,0,0,"2018-02-21T02:43:48Z","2018-02-21T02:43:49Z",NA,"2022-05-31T20:25:19Z","figshare.ars","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.5281/zenodo.1183554","dois","10.5281/zenodo.1183554",<list>,<list>,<list>,"Zenodo",NA,NA,NA,NA,NA,NA,NA,"2018",<list>,<list>,<list>,"en","BOOK","book","book","Book","Book","Text",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://zenodo.org/record/1183554",<list>,2,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,1,"2018-02-23T14:07:04Z","2018-02-23T14:07:05Z",NA,"2020-09-19T23:39:22Z","cern.zenodo","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.5281/zenodo.1183553","dois","10.5281/zenodo.1183553",<list>,<list>,<list>,"Zenodo",NA,NA,NA,NA,NA,NA,NA,"2018",<list>,<list>,<list>,"en","BOOK","book","book","Book","Book","Text",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://zenodo.org/record/1183553",<list>,2,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,0,0,0,0,1,0,"2018-02-23T14:07:05Z","2018-02-23T14:07:06Z",NA,"2020-09-19T23:39:22Z","cern.zenodo","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.5281/zenodo.1186838","dois","10.5281/zenodo.1186838",<list>,<list>,<list>,"Zenodo",NA,NA,NA,NA,NA,NA,NA,"2017",<list>,<list>,<list>,NA,"JOUR","article","article-journal","ScholarlyArticle","Journal article","Text",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://zenodo.org/record/1186838",<list>,1,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,1,"2018-03-01T17:29:22Z","2018-03-01T17:29:22Z",NA,"2020-09-19T23:44:20Z","cern.zenodo","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.5281/zenodo.1187000","dois","10.5281/zenodo.1187000",<list>,<list>,<list>,"Zenodo",NA,NA,NA,NA,NA,NA,NA,"2018",<list>,<list>,<list>,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://zenodo.org/record/1187000",<list>,1,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,1,0,0,0,0,1,"2018-03-02T09:18:17Z","2018-03-02T09:18:18Z",NA,"2020-09-19T23:45:04Z","cern.zenodo","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.5281/zenodo.1188309","dois","10.5281/zenodo.1188309",<list>,<list>,<list>,"Zenodo",NA,NA,NA,NA,NA,NA,NA,"2018",<list>,<list>,<list>,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://zenodo.org/record/1188309",<list>,1,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,1,0,0,0,0,1,"2018-03-04T00:18:44Z","2018-03-04T00:18:45Z",NA,"2022-09-25T22:13:37Z","cern.zenodo","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.5061/dryad.rh0v0g2","dois","10.5061/dryad.rh0v0g2",<list>,<list>,<list>,"Dryad",NA,NA,NA,NA,NA,NA,NA,"2019",<list>,<list>,<list>,"en","DATA","misc","dataset","Dataset","dataset","Dataset",<list>,<list>,<list>,"1",<list>,<list>,<list>,<list>,"http://datadryad.org/stash/dataset/doi:10.5061/dryad.rh0v0g2",<list>,26,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,103,21,1,1,1,0,0,0,"2018-03-05T05:07:54Z","2018-03-05T05:07:55Z",NA,"2022-06-01T03:52:57Z","dryad.dryad","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.15787/vtt1/doc5xm","dois","10.15787/vtt1/doc5xm",<list>,<list>,<list>,"VTTI",NA,NA,NA,NA,NA,NA,NA,"2018",<list>,<list>,<list>,NA,"DATA","misc","dataset","Dataset",NA,"Dataset",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://dataverse.vtti.vt.edu/citation?persistentId=doi:10.15787/VTT1/DOC5XM",<list>,8,NA,"mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2018-03-05T13:51:28Z","2018-03-05T13:51:29Z",NA,"2020-07-15T17:30:45Z","vt.vttidata","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.5281/zenodo.1193211","dois","10.5281/zenodo.1193211",<list>,<list>,<list>,"Zenodo",NA,NA,NA,NA,NA,NA,NA,"2017",<list>,<list>,<list>,NA,"JOUR","article","article-journal","ScholarlyArticle","Journal article","Text",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://zenodo.org/record/1193211",<list>,1,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,1,0,0,0,0,0,0,1,"2018-03-07T05:39:14Z","2018-03-07T05:39:14Z",NA,"2020-09-19T23:48:22Z","cern.zenodo","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.5281/zenodo.1199697","dois","10.5281/zenodo.1199697",<list>,<list>,<list>,"Zenodo",NA,NA,NA,NA,NA,NA,NA,"2018",<list>,<list>,<list>,NA,"DATA","misc","dataset","Dataset",NA,"Dataset",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://zenodo.org/record/1199697",<list>,2,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,1,"2018-03-16T03:53:34Z","2018-03-16T03:53:35Z",NA,"2020-09-20T00:12:55Z","cern.zenodo","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.5281/zenodo.1199696","dois","10.5281/zenodo.1199696",<list>,<list>,<list>,"Zenodo",NA,NA,NA,NA,NA,NA,NA,"2018",<list>,<list>,<list>,NA,"DATA","misc","dataset","Dataset",NA,"Dataset",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://zenodo.org/record/1199696",<list>,2,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,0,0,0,0,1,0,"2018-03-16T03:53:35Z","2018-03-16T03:53:36Z",NA,"2020-09-20T00:12:55Z","cern.zenodo","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.5281/zenodo.1204377","dois","10.5281/zenodo.1204377",<list>,<list>,<list>,"Zenodo",NA,NA,NA,NA,NA,NA,NA,"2018",<list>,<list>,<list>,"en","COMP","misc","article","SoftwareSourceCode",NA,"Software",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://zenodo.org/record/1204377",<list>,2,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,0,0,0,0,2,0,"2018-03-20T15:56:48Z","2018-03-20T15:56:49Z",NA,"2020-09-20T00:22:00Z","cern.zenodo","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.5281/zenodo.1204378","dois","10.5281/zenodo.1204378",<list>,<list>,<list>,"Zenodo",NA,NA,NA,NA,NA,NA,NA,"2018",<list>,<list>,<list>,"en","COMP","misc","article","SoftwareSourceCode",NA,"Software",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://zenodo.org/record/1204378",<list>,1,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,1,"2018-03-20T15:56:48Z","2018-03-20T15:56:48Z",NA,"2020-09-20T00:22:00Z","cern.zenodo","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.5281/zenodo.1204964","dois","10.5281/zenodo.1204964",<list>,<list>,<list>,"Zenodo",NA,NA,NA,NA,NA,NA,NA,"2018",<list>,<list>,<list>,"en","COMP","misc","article","SoftwareSourceCode",NA,"Software",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://zenodo.org/record/1204964",<list>,1,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,0,0,0,0,0,1,"2018-03-21T14:39:17Z","2018-03-21T14:39:17Z",NA,"2020-09-20T00:25:43Z","cern.zenodo","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.17605/osf.io/2pfj8","dois","10.17605/osf.io/2pfj8",<list>,<list>,<list>,"Open Science Framework",NA,NA,NA,NA,NA,NA,NA,"2022",<list>,<list>,<list>,NA,"RPRT","article","article-journal","ScholarlyArticle","Project","Text",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://osf.io/2pfj8/",<list>,3,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,0,0,0,0,0,0,0,0,"2018-03-26T13:58:38Z","2018-03-26T13:58:38Z",NA,"2022-08-30T14:13:59Z","cos.osf","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.5281/zenodo.1208065","dois","10.5281/zenodo.1208065",<list>,<list>,<list>,"Zenodo",NA,NA,NA,NA,NA,NA,NA,"2018",<list>,<list>,<list>,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://zenodo.org/record/1208065",<list>,1,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,1,0,0,0,0,1,"2018-03-26T16:17:35Z","2018-03-26T16:17:36Z",NA,"2020-09-20T00:38:36Z","cern.zenodo","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.5281/zenodo.1210821","dois","10.5281/zenodo.1210821",<list>,<list>,<list>,"Zenodo",NA,NA,NA,NA,NA,NA,NA,"2018",<list>,<list>,<list>,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://zenodo.org/record/1210821",<list>,1,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,1,0,0,0,0,1,"2018-04-01T13:46:37Z","2018-04-01T13:46:38Z",NA,"2022-09-25T22:13:37Z","cern.zenodo","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.5061/dryad.pj3133r","dois","10.5061/dryad.pj3133r",<list>,<list>,<list>,"Dryad",NA,NA,NA,NA,NA,NA,NA,"2018",<list>,<list>,<list>,"en","DATA","misc","dataset","Dataset","dataset","Dataset",<list>,<list>,<list>,"1",<list>,<list>,<list>,<list>,"http://datadryad.org/stash/dataset/doi:10.5061/dryad.pj3133r",<list>,29,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,39,8,1,1,1,0,0,0,"2018-04-03T15:59:01Z","2018-04-03T15:59:02Z",NA,"2022-06-01T10:24:26Z","dryad.dryad","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.5061/dryad.p8066hd","dois","10.5061/dryad.p8066hd",<list>,<list>,<list>,"Dryad",NA,NA,NA,NA,NA,NA,NA,"2018",<list>,<list>,<list>,"en","DATA","misc","dataset","Dataset","dataset","Dataset",<list>,<list>,<list>,"1",<list>,<list>,<list>,<list>,"http://datadryad.org/stash/dataset/doi:10.5061/dryad.p8066hd",<list>,21,"http://datacite.org/schema/kernel-4","mds",TRUE,"findable",NA,147,63,1,1,1,0,0,0,"2018-04-19T16:23:38Z","2018-04-19T16:23:39Z",NA,"2022-06-01T03:40:35Z","dryad.dryad","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.5281/zenodo.1226712","dois","10.5281/zenodo.1226712",<list>,<list>,<list>,"Zenodo",NA,NA,NA,NA,NA,NA,NA,"2018",<list>,<list>,<list>,NA,"DATA","misc","dataset","Dataset",NA,"Dataset",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://zenodo.org/record/1226712",<list>,1,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,1,0,0,0,0,0,0,1,"2018-04-23T19:21:02Z","2018-04-23T19:21:03Z",NA,"2020-09-20T01:23:19Z","cern.zenodo","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.5281/zenodo.1226711","dois","10.5281/zenodo.1226711",<list>,<list>,<list>,"Zenodo",NA,NA,NA,NA,NA,NA,NA,"2018",<list>,<list>,<list>,NA,"DATA","misc","dataset","Dataset",NA,"Dataset",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://zenodo.org/record/1226711",<list>,1,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,0,0,0,0,1,0,"2018-04-23T19:21:03Z","2018-04-23T19:21:04Z",NA,"2020-09-20T01:23:19Z","cern.zenodo","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia Tech","10.5281/zenodo.1233703","dois","10.5281/zenodo.1233703",<list>,<list>,<list>,"Zenodo",NA,NA,NA,NA,NA,NA,NA,"2018",<list>,<list>,<list>,NA,"COMP","misc","article","SoftwareSourceCode",NA,"Software",<list>,<list>,<list>,NA,<list>,<list>,<list>,<list>,"https://zenodo.org/record/1233703",<list>,1,"http://datacite.org/schema/kernel-4",NA,TRUE,"findable",NA,0,0,1,0,0,0,0,1,"2018-04-27T20:15:56Z","2018-04-27T20:15:57Z",NA,"2020-09-20T01:45:27Z","cern.zenodo","clients",NA,"Affiliation - Datacite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
